start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude
3195,Sip Ave,40.73089709786179,-74.06391263008119,3193,Lincoln Park,40.7246050998869,-74.07840594649316
3267,Morris Canal,40.7124188237569,-74.03852552175522,3213,Van Vorst Park,40.71848892,-74.047726625
3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3276,Marin Light Rail,40.71458403535893,-74.04281705617905
3211,Newark Ave,40.72152515,-74.046304543,3203,Hamilton Park,40.727595965999996,-74.044247311
3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.728744799999994,-74.03210820000001
3640,Journal Square,40.733670000000004,-74.0625,3210,Pershing Field,40.742677141,-74.051788633
3184,Paulus Hook,40.7141454,-74.0335519,3186,Grove St PATH,40.71958611647166,-74.0431174635887
3202,Newport PATH,40.7272235,-74.03375890000001,3681,Grand St,40.71517767732029,-74.03768330812454
3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.728744799999994,-74.03210820000001
3185,City Hall,40.717732500000004,-74.04384499999999,3183,Exchange Place,40.7162469,-74.0334588
3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.7124188237569,-74.03852552175522
3185,City Hall,40.717732500000004,-74.04384499999999,3276,Marin Light Rail,40.71458403535893,-74.04281705617905
3185,City Hall,40.717732500000004,-74.04384499999999,3183,Exchange Place,40.7162469,-74.0334588
3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.712774200000005,-74.03648570000001
3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.728744799999994,-74.03210820000001
3195,Sip Ave,40.73089709786179,-74.06391263008119,3225,Baldwin at Montgomery,40.7236589,-74.0641943
3184,Paulus Hook,40.7141454,-74.0335519,3276,Marin Light Rail,40.71458403535893,-74.04281705617905
3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.728744799999994,-74.03210820000001
3186,Grove St PATH,40.71958611647166,-74.0431174635887,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281
3183,Exchange Place,40.7162469,-74.0334588,3276,Marin Light Rail,40.71458403535893,-74.04281705617905
3186,Grove St PATH,40.71958611647166,-74.0431174635887,3279,Dixon Mills,40.72163014263835,-74.04996782541275
3187,Warren St,40.721123600000006,-74.03805095,3275,Columbus Drive,40.71835519823214,-74.03891444206238
3195,Sip Ave,40.73089709786179,-74.06391263008119,3678,Fairmount Ave,40.72572613742557,-74.07195925712584
3202,Newport PATH,40.7272235,-74.03375890000001,3201,Dey St,40.737711,-74.066921
3183,Exchange Place,40.7162469,-74.0334588,3185,City Hall,40.717732500000004,-74.04384499999999
3186,Grove St PATH,40.71958611647166,-74.0431174635887,3276,Marin Light Rail,40.71458403535893,-74.04281705617905
3211,Newark Ave,40.72152515,-74.046304543,3203,Hamilton Park,40.727595965999996,-74.044247311
3638,Washington St,40.7242941,-74.0354826,3183,Exchange Place,40.7162469,-74.0334588
3202,Newport PATH,40.7272235,-74.03375890000001,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281
3202,Newport PATH,40.7272235,-74.03375890000001,3639,Harborside,40.71925170000001,-74.034234
3183,Exchange Place,40.7162469,-74.0334588,3281,Leonard Gordon Park,40.74590996631558,-74.05727148056029
3211,Newark Ave,40.72152515,-74.046304543,3639,Harborside,40.71925170000001,-74.034234
3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,3211,Newark Ave,40.72152515,-74.046304543
3640,Journal Square,40.733670000000004,-74.0625,3210,Pershing Field,40.742677141,-74.051788633
3192,Liberty Light Rail,40.711242299999995,-74.0557013,3185,City Hall,40.717732500000004,-74.04384499999999
3186,Grove St PATH,40.71958611647166,-74.0431174635887,3209,Brunswick St,40.7241765,-74.05065640000001
3220,5 Corners Library,40.73496102000952,-74.05950307846071,3202,Newport PATH,40.7272235,-74.03375890000001
3186,Grove St PATH,40.71958611647166,-74.0431174635887,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552
3640,Journal Square,40.733670000000004,-74.0625,3210,Pershing Field,40.742677141,-74.051788633
3187,Warren St,40.721123600000006,-74.03805095,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281
3186,Grove St PATH,40.71958611647166,-74.0431174635887,3276,Marin Light Rail,40.71458403535893,-74.04281705617905
3185,City Hall,40.717732500000004,-74.04384499999999,3185,City Hall,40.717732500000004,-74.04384499999999
3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3275,Columbus Drive,40.71835519823214,-74.03891444206238
3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3273,Manila & 1st,40.72165072487999,-74.04288411140442
3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3273,Manila & 1st,40.72165072487999,-74.04288411140442
3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3273,Manila & 1st,40.72165072487999,-74.04288411140442
3203,Hamilton Park,40.727595965999996,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.0431174635887
3185,City Hall,40.717732500000004,-74.04384499999999,3185,City Hall,40.717732500000004,-74.04384499999999
3214,Essex Light Rail,40.712774200000005,-74.03648570000001,3638,Washington St,40.7242941,-74.0354826
3639,Harborside,40.71925170000001,-74.034234,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552
3186,Grove St PATH,40.71958611647166,-74.0431174635887,3205,JC Medical Center,40.71653978099194,-74.0496379137039
3195,Sip Ave,40.73089709786179,-74.06391263008119,3194,McGinley Square,40.7253399253558,-74.06762212514876
3202,Newport PATH,40.7272235,-74.03375890000001,3276,Marin Light Rail,40.71458403535893,-74.04281705617905
3639,Harborside,40.71925170000001,-74.034234,3202,Newport PATH,40.7272235,-74.03375890000001
3195,Sip Ave,40.73089709786179,-74.06391263008119,3210,Pershing Field,40.742677141,-74.051788633
3206,Hilltop,40.7311689,-74.0575736,3206,Hilltop,40.7311689,-74.0575736
3210,Pershing Field,40.742677141,-74.051788633,3211,Newark Ave,40.72152515,-74.046304543
3220,5 Corners Library,40.73496102000952,-74.05950307846071,3207,Oakland Ave,40.7376037,-74.05247829999999
3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3205,JC Medical Center,40.71653978099194,-74.0496379137039
3185,City Hall,40.717732500000004,-74.04384499999999,3192,Liberty Light Rail,40.711242299999995,-74.0557013
3639,Harborside,40.71925170000001,-74.034234,3187,Warren St,40.721123600000006,-74.03805095
3185,City Hall,40.717732500000004,-74.04384499999999,3214,Essex Light Rail,40.712774200000005,-74.03648570000001
3639,Harborside,40.71925170000001,-74.034234,3203,Hamilton Park,40.727595965999996,-74.044247311
3638,Washington St,40.7242941,-74.0354826,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744
3203,Hamilton Park,40.727595965999996,-74.044247311,3273,Manila & 1st,40.72165072487999,-74.04288411140442
3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3184,Paulus Hook,40.7141454,-74.0335519
3638,Washington St,40.7242941,-74.0354826,3184,Paulus Hook,40.7141454,-74.0335519
3183,Exchange Place,40.7162469,-74.0334588,3183,Exchange Place,40.7162469,-74.0334588
3194,McGinley Square,40.7253399253558,-74.06762212514876,3185,City Hall,40.717732500000004,-74.04384499999999
3273,Manila & 1st,40.72165072487999,-74.04288411140442,3273,Manila & 1st,40.72165072487999,-74.04288411140442
3279,Dixon Mills,40.72163014263835,-74.04996782541275,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281
3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.728744799999994,-74.03210820000001
3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.728744799999994,-74.03210820000001
3185,City Hall,40.717732500000004,-74.04384499999999,3268,Lafayette Park,40.71346382669195,-74.06285852193831
3186,Grove St PATH,40.71958611647166,-74.0431174635887,3276,Marin Light Rail,40.71458403535893,-74.04281705617905
3186,Grove St PATH,40.71958611647166,-74.0431174635887,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552
3183,Exchange Place,40.7162469,-74.0334588,3276,Marin Light Rail,40.71458403535893,-74.04281705617905
3195,Sip Ave,40.73089709786179,-74.06391263008119,3678,Fairmount Ave,40.72572613742557,-74.07195925712584
3195,Sip Ave,40.73089709786179,-74.06391263008119,3193,Lincoln Park,40.7246050998869,-74.07840594649316
3202,Newport PATH,40.7272235,-74.03375890000001,3275,Columbus Drive,40.71835519823214,-74.03891444206238
3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3213,Van Vorst Park,40.71848892,-74.047726625
3639,Harborside,40.71925170000001,-74.034234,3638,Washington St,40.7242941,-74.0354826
3198,Heights Elevator,40.748715945380226,-74.04044330120088,3196,Riverview Park,40.7443187,-74.04399090000001
3220,5 Corners Library,40.73496102000952,-74.05950307846071,3220,5 Corners Library,40.73496102000952,-74.05950307846071
3275,Columbus Drive,40.71835519823214,-74.03891444206238,3202,Newport PATH,40.7272235,-74.03375890000001
3209,Brunswick St,40.7241765,-74.05065640000001,3211,Newark Ave,40.72152515,-74.046304543
3186,Grove St PATH,40.71958611647166,-74.0431174635887,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281
3639,Harborside,40.71925170000001,-74.034234,3206,Hilltop,40.7311689,-74.0575736
3183,Exchange Place,40.7162469,-74.0334588,3192,Liberty Light Rail,40.711242299999995,-74.0557013
3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.7124188237569,-74.03852552175522
3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3187,Warren St,40.721123600000006,-74.03805095
3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.721123600000006,-74.03805095
3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.7124188237569,-74.03852552175522
3639,Harborside,40.71925170000001,-74.034234,3275,Columbus Drive,40.71835519823214,-74.03891444206238
3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.7124188237569,-74.03852552175522
3681,Grand St,40.71517767732029,-74.03768330812454,3206,Hilltop,40.7311689,-74.0575736
3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,3186,Grove St PATH,40.71958611647166,-74.0431174635887
3186,Grove St PATH,40.71958611647166,-74.0431174635887,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744
3273,Manila & 1st,40.72165072487999,-74.04288411140442,3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016
3273,Manila & 1st,40.72165072487999,-74.04288411140442,3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016
3273,Manila & 1st,40.72165072487999,-74.04288411140442,3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016
3183,Exchange Place,40.7162469,-74.0334588,3276,Marin Light Rail,40.71458403535893,-74.04281705617905
3483,Montgomery St,40.71942,-74.05099,3186,Grove St PATH,40.71958611647166,-74.0431174635887
3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.7124188237569,-74.03852552175522
3184,Paulus Hook,40.7141454,-74.0335519,3192,Liberty Light Rail,40.711242299999995,-74.0557013
3214,Essex Light Rail,40.712774200000005,-74.03648570000001,3192,Liberty Light Rail,40.711242299999995,-74.0557013
3195,Sip Ave,40.73089709786179,-74.06391263008119,3280,Astor Place,40.71928220070703,-74.07126188278198
3195,Sip Ave,40.73089709786179,-74.06391263008119,3280,Astor Place,40.71928220070703,-74.07126188278198
3212,Christ Hospital,40.734785818,-74.050443636,3268,Lafayette Park,40.71346382669195,-74.06285852193831
3186,Grove St PATH,40.71958611647166,-74.0431174635887,3203,Hamilton Park,40.727595965999996,-74.044247311
3202,Newport PATH,40.7272235,-74.03375890000001,3203,Hamilton Park,40.727595965999996,-74.044247311
3185,City Hall,40.717732500000004,-74.04384499999999,3186,Grove St PATH,40.71958611647166,-74.0431174635887
3186,Grove St PATH,40.71958611647166,-74.0431174635887,3209,Brunswick St,40.7241765,-74.05065640000001
3211,Newark Ave,40.72152515,-74.046304543,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552
3186,Grove St PATH,40.71958611647166,-74.0431174635887,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281
3267,Morris Canal,40.7124188237569,-74.03852552175522,3183,Exchange Place,40.7162469,-74.0334588
3275,Columbus Drive,40.71835519823214,-74.03891444206238,3220,5 Corners Library,40.73496102000952,-74.05950307846071
3195,Sip Ave,40.73089709786179,-74.06391263008119,3194,McGinley Square,40.7253399253558,-74.06762212514876
3211,Newark Ave,40.72152515,-74.046304543,3481,York St,40.71649,-74.04105
3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.712774200000005,-74.03648570000001
3195,Sip Ave,40.73089709786179,-74.06391263008119,3678,Fairmount Ave,40.72572613742557,-74.07195925712584
3195,Sip Ave,40.73089709786179,-74.06391263008119,3213,Van Vorst Park,40.71848892,-74.047726625
3186,Grove St PATH,40.71958611647166,-74.0431174635887,3276,Marin Light Rail,40.71458403535893,-74.04281705617905
3186,Grove St PATH,40.71958611647166,-74.0431174635887,3279,Dixon Mills,40.72163014263835,-74.04996782541275
3202,Newport PATH,40.7272235,-74.03375890000001,3199,Newport Pkwy,40.728744799999994,-74.03210820000001
3186,Grove St PATH,40.71958611647166,-74.0431174635887,3279,Dixon Mills,40.72163014263835,-74.04996782541275
3275,Columbus Drive,40.71835519823214,-74.03891444206238,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734
3186,Grove St PATH,40.71958611647166,-74.0431174635887,3203,Hamilton Park,40.727595965999996,-74.044247311
3187,Warren St,40.721123600000006,-74.03805095,3273,Manila & 1st,40.72165072487999,-74.04288411140442
3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.7124188237569,-74.03852552175522
3192,Liberty Light Rail,40.711242299999995,-74.0557013,3276,Marin Light Rail,40.71458403535893,-74.04281705617905
3195,Sip Ave,40.73089709786179,-74.06391263008119,3207,Oakland Ave,40.7376037,-74.05247829999999
3203,Hamilton Park,40.727595965999996,-74.044247311,3481,York St,40.71649,-74.04105
3681,Grand St,40.71517767732029,-74.03768330812454,3184,Paulus Hook,40.7141454,-74.0335519
3186,Grove St PATH,40.71958611647166,-74.0431174635887,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552
3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3202,Newport PATH,40.7272235,-74.03375890000001
3202,Newport PATH,40.7272235,-74.03375890000001,3199,Newport Pkwy,40.728744799999994,-74.03210820000001
3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3202,Newport PATH,40.7272235,-74.03375890000001
3640,Journal Square,40.733670000000004,-74.0625,3207,Oakland Ave,40.7376037,-74.05247829999999
3203,Hamilton Park,40.727595965999996,-74.044247311,3639,Harborside,40.71925170000001,-74.034234
3202,Newport PATH,40.7272235,-74.03375890000001,3214,Essex Light Rail,40.712774200000005,-74.03648570000001
3201,Dey St,40.737711,-74.066921,3201,Dey St,40.737711,-74.066921
3192,Liberty Light Rail,40.711242299999995,-74.0557013,3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016
3639,Harborside,40.71925170000001,-74.034234,3273,Manila & 1st,40.72165072487999,-74.04288411140442
3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552
3638,Washington St,40.7242941,-74.0354826,3199,Newport Pkwy,40.728744799999994,-74.03210820000001
3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3276,Marin Light Rail,40.71458403535893,-74.04281705617905
3638,Washington St,40.7242941,-74.0354826,3209,Brunswick St,40.7241765,-74.05065640000001
3186,Grove St PATH,40.71958611647166,-74.0431174635887,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281
3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.7124188237569,-74.03852552175522
3186,Grove St PATH,40.71958611647166,-74.0431174635887,3203,Hamilton Park,40.727595965999996,-74.044247311
3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3183,Exchange Place,40.7162469,-74.0334588
3186,Grove St PATH,40.71958611647166,-74.0431174635887,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281
3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552
3186,Grove St PATH,40.71958611647166,-74.0431174635887,3213,Van Vorst Park,40.71848892,-74.047726625
3186,Grove St PATH,40.71958611647166,-74.0431174635887,3205,JC Medical Center,40.71653978099194,-74.0496379137039
3267,Morris Canal,40.7124188237569,-74.03852552175522,3267,Morris Canal,40.7124188237569,-74.03852552175522
3679,Bergen Ave,40.72210378668603,-74.07145500183104,3195,Sip Ave,40.73089709786179,-74.06391263008119
3186,Grove St PATH,40.71958611647166,-74.0431174635887,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552
3195,Sip Ave,40.73089709786179,-74.06391263008119,3678,Fairmount Ave,40.72572613742557,-74.07195925712584
3206,Hilltop,40.7311689,-74.0575736,3194,McGinley Square,40.7253399253558,-74.06762212514876
3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.712774200000005,-74.03648570000001
3639,Harborside,40.71925170000001,-74.034234,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744
3639,Harborside,40.71925170000001,-74.034234,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744
3184,Paulus Hook,40.7141454,-74.0335519,3199,Newport Pkwy,40.728744799999994,-74.03210820000001
3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.71925170000001,-74.034234
3186,Grove St PATH,40.71958611647166,-74.0431174635887,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744
3195,Sip Ave,40.73089709786179,-74.06391263008119,3194,McGinley Square,40.7253399253558,-74.06762212514876
3639,Harborside,40.71925170000001,-74.034234,3211,Newark Ave,40.72152515,-74.046304543
3639,Harborside,40.71925170000001,-74.034234,3202,Newport PATH,40.7272235,-74.03375890000001
3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,3186,Grove St PATH,40.71958611647166,-74.0431174635887
3203,Hamilton Park,40.727595965999996,-74.044247311,3273,Manila & 1st,40.72165072487999,-74.04288411140442
